,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,duration
1784,-7,-7,-7,-7,-1,-1,-1,-1,2,2,2,2,12,12,12,12,12,12,12,12,7,7,7,7,19,19,19,19,23,23,23,23,30,30,30,30,38,38,38,38,38,38,38,38,26,26,26,26,29,29,29,29,26,26,26,26,34,34,34,34,26,26,26,26,25,25,25,25,13,13,13,13,17,17,17,17,11,11,11,11,16,16,16,16,15,15,15,15,19,19,19,19,26,26,26,26,14,14,14,14,25
1785,7,7,7,7,2,2,2,2,10,10,10,10,18,18,18,18,10,10,10,10,22,22,22,22,27,27,27,27,38,38,38,38,30,30,30,30,28,28,28,28,27,27,27,27,19,19,19,19,22,22,22,22,27,27,27,27,24,24,24,24,14,14,14,14,18,18,18,18,24,24,24,24,27,27,27,27,28,28,28,28,30,30,30,30,20,20,20,20,12,12,12,12,20,20,20,20,13,13,13,13,25
1786,10,10,10,10,18,18,18,18,26,26,26,26,23,23,23,23,24,24,24,24,27,27,27,27,27,27,27,27,32,32,32,32,25,25,25,25,15,15,15,15,25,25,25,25,16,16,16,16,15,15,15,15,24,24,24,24,30,30,30,30,34,34,34,34,42,42,42,42,36,36,36,36,44,44,44,44,46,46,46,46,52,52,52,52,40,40,40,40,38,38,38,38,42,42,42,42,46,46,46,46,25
1787,7,7,7,7,2,2,2,2,5,5,5,5,-6,-6,-6,-6,-2,-2,-2,-2,8,8,8,8,17,17,17,17,15,15,15,15,23,23,23,23,30,30,30,30,21,21,21,21,28,28,28,28,17,17,17,17,19,19,19,19,9,9,9,9,9,9,9,9,10,10,10,10,22,22,22,22,26,26,26,26,38,38,38,38,45,45,45,45,55,55,55,55,48,48,48,48,58,58,58,58,64,64,64,64,25
1788,-4,-4,-4,-4,6,6,6,6,12,12,12,12,0,0,0,0,-10,-10,-10,-10,-19,-19,-19,-19,-26,-26,-26,-26,-24,-24,-24,-24,-27,-27,-27,-27,-32,-32,-32,-32,-21,-21,-21,-21,-27,-27,-27,-27,-22,-22,-22,-22,-22,-22,-22,-22,-14,-14,-14,-14,-13,-13,-13,-13,-10,-10,-10,-10,-1,-1,-1,-1,9,9,9,9,21,21,21,21,30,30,30,30,18,18,18,18,9,9,9,9,5,5,5,5,2,2,2,2,25
1789,3,3,3,3,12,12,12,12,6,6,6,6,-2,-2,-2,-2,0,0,0,0,-10,-10,-10,-10,-5,-5,-5,-5,-1,-1,-1,-1,8,8,8,8,7,7,7,7,-2,-2,-2,-2,0,0,0,0,7,7,7,7,9,9,9,9,17,17,17,17,6,6,6,6,16,16,16,16,22,22,22,22,10,10,10,10,10,10,10,10,9,9,9,9,13,13,13,13,18,18,18,18,9,9,9,9,1,1,1,1,25
1790,-3,-3,-3,-3,-4,-4,-4,-4,-11,-11,-11,-11,-8,-8,-8,-8,-2,-2,-2,-2,1,1,1,1,6,6,6,6,14,14,14,14,5,5,5,5,-4,-4,-4,-4,-13,-13,-13,-13,-11,-11,-11,-11,1,1,1,1,-9,-9,-9,-9,-4,-4,-4,-4,-2,-2,-2,-2,7,7,7,7,11,11,11,11,0,0,0,0,-7,-7,-7,-7,-3,-3,-3,-3,2,2,2,2,-6,-6,-6,-6,-4,-4,-4,-4,-13,-13,-13,-13,25
1791,8,8,8,8,5,5,5,5,6,6,6,6,13,13,13,13,15,15,15,15,4,4,4,4,3,3,3,3,1,1,1,1,-2,-2,-2,-2,-14,-14,-14,-14,-3,-3,-3,-3,1,1,1,1,3,3,3,3,10,10,10,10,6,6,6,6,18,18,18,18,13,13,13,13,16,16,16,16,8,8,8,8,2,2,2,2,-6,-6,-6,-6,-8,-8,-8,-8,-6,-6,-6,-6,4,4,4,4,-1,-1,-1,-1,25
1792,-9,-9,-9,-9,-5,-5,-5,-5,-7,-7,-7,-7,-10,-10,-10,-10,-11,-11,-11,-11,-5,-5,-5,-5,5,5,5,5,-7,-7,-7,-7,1,1,1,1,-2,-2,-2,-2,-3,-3,-3,-3,4,4,4,4,12,12,12,12,13,13,13,13,21,21,21,21,24,24,24,24,17,17,17,17,6,6,6,6,-4,-4,-4,-4,2,2,2,2,-2,-2,-2,-2,-1,-1,-1,-1,8,8,8,8,13,13,13,13,13,13,13,13,25
1793,8,8,8,8,7,7,7,7,4,4,4,4,1,1,1,1,-7,-7,-7,-7,-6,-6,-6,-6,-17,-17,-17,-17,-24,-24,-24,-24,-12,-12,-12,-12,-21,-21,-21,-21,-30,-30,-30,-30,-21,-21,-21,-21,-30,-30,-30,-30,-29,-29,-29,-29,-33,-33,-33,-33,-42,-42,-42,-42,-53,-53,-53,-53,-61,-61,-61,-61,-69,-69,-69,-69,-62,-62,-62,-62,-59,-59,-59,-59,-60,-60,-60,-60,-72,-72,-72,-72,-79,-79,-79,-79,-89,-89,-89,-89,25
1794,0,0,0,0,12,12,12,12,19,19,19,19,30,30,30,30,23,23,23,23,21,21,21,21,24,24,24,24,15,15,15,15,23,23,23,23,11,11,11,11,17,17,17,17,15,15,15,15,10,10,10,10,1,1,1,1,7,7,7,7,15,15,15,15,11,11,11,11,18,18,18,18,30,30,30,30,27,27,27,27,19,19,19,19,31,31,31,31,40,40,40,40,46,46,46,46,54,54,54,54,25
1795,-11,-11,-11,-11,-3,-3,-3,-3,-8,-8,-8,-8,-15,-15,-15,-15,-27,-27,-27,-27,-30,-30,-30,-30,-23,-23,-23,-23,-24,-24,-24,-24,-35,-35,-35,-35,-30,-30,-30,-30,-39,-39,-39,-39,-45,-45,-45,-45,-44,-44,-44,-44,-37,-37,-37,-37,-40,-40,-40,-40,-37,-37,-37,-37,-29,-29,-29,-29,-32,-32,-32,-32,-25,-25,-25,-25,-13,-13,-13,-13,-7,-7,-7,-7,-4,-4,-4,-4,-8,-8,-8,-8,-8,-8,-8,-8,-12,-12,-12,-12,25
1796,1,1,1,1,-2,-2,-2,-2,-12,-12,-12,-12,-1,-1,-1,-1,-3,-3,-3,-3,-14,-14,-14,-14,-11,-11,-11,-11,-8,-8,-8,-8,0,0,0,0,11,11,11,11,18,18,18,18,15,15,15,15,17,17,17,17,24,24,24,24,30,30,30,30,36,36,36,36,43,43,43,43,54,54,54,54,52,52,52,52,48,48,48,48,54,54,54,54,59,59,59,59,47,47,47,47,44,44,44,44,48,48,48,48,25
1797,-4,-4,-4,-4,8,8,8,8,0,0,0,0,1,1,1,1,-7,-7,-7,-7,5,5,5,5,-5,-5,-5,-5,1,1,1,1,-2,-2,-2,-2,7,7,7,7,-5,-5,-5,-5,0,0,0,0,3,3,3,3,5,5,5,5,1,1,1,1,9,9,9,9,4,4,4,4,-1,-1,-1,-1,-3,-3,-3,-3,8,8,8,8,14,14,14,14,5,5,5,5,1,1,1,1,-9,-9,-9,-9,3,3,3,3,25
1798,8,8,8,8,9,9,9,9,-3,-3,-3,-3,0,0,0,0,-4,-4,-4,-4,-8,-8,-8,-8,-17,-17,-17,-17,-23,-23,-23,-23,-23,-23,-23,-23,-33,-33,-33,-33,-24,-24,-24,-24,-26,-26,-26,-26,-27,-27,-27,-27,-35,-35,-35,-35,-41,-41,-41,-41,-44,-44,-44,-44,-51,-51,-51,-51,-42,-42,-42,-42,-52,-52,-52,-52,-47,-47,-47,-47,-42,-42,-42,-42,-52,-52,-52,-52,-55,-55,-55,-55,-67,-67,-67,-67,-76,-76,-76,-76,25
1799,-11,-11,-11,-11,-16,-16,-16,-16,-16,-16,-16,-16,-4,-4,-4,-4,-1,-1,-1,-1,0,0,0,0,1,1,1,1,-10,-10,-10,-10,-5,-5,-5,-5,7,7,7,7,-4,-4,-4,-4,0,0,0,0,10,10,10,10,14,14,14,14,11,11,11,11,21,21,21,21,25,25,25,25,35,35,35,35,26,26,26,26,28,28,28,28,29,29,29,29,20,20,20,20,8,8,8,8,1,1,1,1,-10,-10,-10,-10,25
1800,9,9,9,9,20,20,20,20,20,20,20,20,18,18,18,18,21,21,21,21,29,29,29,29,26,26,26,26,29,29,29,29,41,41,41,41,38,38,38,38,37,37,37,37,31,31,31,31,32,32,32,32,33,33,33,33,26,26,26,26,18,18,18,18,20,20,20,20,31,31,31,31,29,29,29,29,35,35,35,35,46,46,46,46,36,36,36,36,26,26,26,26,25,25,25,25,35,35,35,35,25
1801,-6,-6,-6,-6,-9,-9,-9,-9,-18,-18,-18,-18,-6,-6,-6,-6,1,1,1,1,-9,-9,-9,-9,-8,-8,-8,-8,-8,-8,-8,-8,-6,-6,-6,-6,3,3,3,3,11,11,11,11,22,22,22,22,29,29,29,29,23,23,23,23,33,33,33,33,21,21,21,21,12,12,12,12,23,23,23,23,28,28,28,28,39,39,39,39,38,38,38,38,31,31,31,31,38,38,38,38,26,26,26,26,37,37,37,37,25
1802,2,2,2,2,9,9,9,9,1,1,1,1,-5,-5,-5,-5,5,5,5,5,7,7,7,7,18,18,18,18,11,11,11,11,1,1,1,1,2,2,2,2,-4,-4,-4,-4,-3,-3,-3,-3,-7,-7,-7,-7,-4,-4,-4,-4,6,6,6,6,-1,-1,-1,-1,-2,-2,-2,-2,-4,-4,-4,-4,-16,-16,-16,-16,-14,-14,-14,-14,-18,-18,-18,-18,-8,-8,-8,-8,-9,-9,-9,-9,-9,-9,-9,-9,-2,-2,-2,-2,25
1803,-7,-7,-7,-7,-10,-10,-10,-10,-10,-10,-10,-10,1,1,1,1,-8,-8,-8,-8,2,2,2,2,10,10,10,10,19,19,19,19,17,17,17,17,28,28,28,28,22,22,22,22,32,32,32,32,30,30,30,30,26,26,26,26,34,34,34,34,40,40,40,40,37,37,37,37,45,45,45,45,44,44,44,44,36,36,36,36,36,36,36,36,37,37,37,37,42,42,42,42,36,36,36,36,33,33,33,33,25
1804,10,10,10,10,8,8,8,8,19,19,19,19,11,11,11,11,9,9,9,9,-3,-3,-3,-3,-15,-15,-15,-15,-18,-18,-18,-18,-22,-22,-22,-22,-15,-15,-15,-15,-24,-24,-24,-24,-15,-15,-15,-15,-17,-17,-17,-17,-20,-20,-20,-20,-25,-25,-25,-25,-32,-32,-32,-32,-25,-25,-25,-25,-24,-24,-24,-24,-25,-25,-25,-25,-26,-26,-26,-26,-23,-23,-23,-23,-23,-23,-23,-23,-17,-17,-17,-17,-9,-9,-9,-9,-16,-16,-16,-16,25
1805,6,6,6,6,-3,-3,-3,-3,-12,-12,-12,-12,-12,-12,-12,-12,-24,-24,-24,-24,-25,-25,-25,-25,-14,-14,-14,-14,-7,-7,-7,-7,3,3,3,3,-1,-1,-1,-1,-4,-4,-4,-4,-5,-5,-5,-5,2,2,2,2,-6,-6,-6,-6,-7,-7,-7,-7,-12,-12,-12,-12,-2,-2,-2,-2,-13,-13,-13,-13,-5,-5,-5,-5,0,0,0,0,11,11,11,11,23,23,23,23,23,23,23,23,15,15,15,15,10,10,10,10,25
1806,-5,-5,-5,-5,-3,-3,-3,-3,-13,-13,-13,-13,-7,-7,-7,-7,-18,-18,-18,-18,-28,-28,-28,-28,-30,-30,-30,-30,-33,-33,-33,-33,-24,-24,-24,-24,-15,-15,-15,-15,-11,-11,-11,-11,-20,-20,-20,-20,-14,-14,-14,-14,-25,-25,-25,-25,-18,-18,-18,-18,-15,-15,-15,-15,-14,-14,-14,-14,-11,-11,-11,-11,-8,-8,-8,-8,-15,-15,-15,-15,-14,-14,-14,-14,-22,-22,-22,-22,-30,-30,-30,-30,-25,-25,-25,-25,-34,-34,-34,-34,25
1807,9,9,9,9,2,2,2,2,9,9,9,9,0,0,0,0,1,1,1,1,-8,-8,-8,-8,-4,-4,-4,-4,0,0,0,0,-3,-3,-3,-3,1,1,1,1,-2,-2,-2,-2,-1,-1,-1,-1,8,8,8,8,7,7,7,7,4,4,4,4,-5,-5,-5,-5,1,1,1,1,1,1,1,1,3,3,3,3,-2,-2,-2,-2,-10,-10,-10,-10,-6,-6,-6,-6,-5,-5,-5,-5,6,6,6,6,12,12,12,12,25
1808,-6,-6,-6,-6,-3,-3,-3,-3,-1,-1,-1,-1,-4,-4,-4,-4,6,6,6,6,2,2,2,2,13,13,13,13,14,14,14,14,26,26,26,26,30,30,30,30,32,32,32,32,40,40,40,40,32,32,32,32,44,44,44,44,32,32,32,32,28,28,28,28,31,31,31,31,26,26,26,26,14,14,14,14,3,3,3,3,11,11,11,11,13,13,13,13,12,12,12,12,3,3,3,3,-7,-7,-7,-7,25
1809,-8,-8,-8,-8,3,3,3,3,-5,-5,-5,-5,-9,-9,-9,-9,-6,-6,-6,-6,-10,-10,-10,-10,-5,-5,-5,-5,-2,-2,-2,-2,8,8,8,8,-3,-3,-3,-3,-12,-12,-12,-12,-23,-23,-23,-23,-34,-34,-34,-34,-29,-29,-29,-29,-24,-24,-24,-24,-28,-28,-28,-28,-19,-19,-19,-19,-26,-26,-26,-26,-35,-35,-35,-35,-33,-33,-33,-33,-44,-44,-44,-44,-40,-40,-40,-40,-34,-34,-34,-34,-44,-44,-44,-44,-45,-45,-45,-45,25
1810,9,9,9,9,17,17,17,17,24,24,24,24,17,17,17,17,27,27,27,27,23,23,23,23,20,20,20,20,20,20,20,20,24,24,24,24,17,17,17,17,16,16,16,16,28,28,28,28,23,23,23,23,15,15,15,15,26,26,26,26,17,17,17,17,7,7,7,7,-2,-2,-2,-2,2,2,2,2,-8,-8,-8,-8,-5,-5,-5,-5,-3,-3,-3,-3,-3,-3,-3,-3,-12,-12,-12,-12,-13,-13,-13,-13,25
1811,10,10,10,10,22,22,22,22,20,20,20,20,13,13,13,13,23,23,23,23,17,17,17,17,27,27,27,27,19,19,19,19,25,25,25,25,20,20,20,20,18,18,18,18,16,16,16,16,14,14,14,14,9,9,9,9,19,19,19,19,24,24,24,24,33,33,33,33,39,39,39,39,36,36,36,36,26,26,26,26,22,22,22,22,24,24,24,24,18,18,18,18,11,11,11,11,1,1,1,1,25
1812,-12,-12,-12,-12,-2,-2,-2,-2,5,5,5,5,-3,-3,-3,-3,5,5,5,5,-5,-5,-5,-5,2,2,2,2,4,4,4,4,10,10,10,10,-2,-2,-2,-2,3,3,3,3,10,10,10,10,21,21,21,21,25,25,25,25,25,25,25,25,24,24,24,24,12,12,12,12,22,22,22,22,26,26,26,26,16,16,16,16,12,12,12,12,22,22,22,22,29,29,29,29,22,22,22,22,11,11,11,11,25
1813,-9,-9,-9,-9,-10,-10,-10,-10,-22,-22,-22,-22,-25,-25,-25,-25,-16,-16,-16,-16,-20,-20,-20,-20,-18,-18,-18,-18,-15,-15,-15,-15,-7,-7,-7,-7,-14,-14,-14,-14,-20,-20,-20,-20,-15,-15,-15,-15,-14,-14,-14,-14,-4,-4,-4,-4,7,7,7,7,-4,-4,-4,-4,-6,-6,-6,-6,-9,-9,-9,-9,-13,-13,-13,-13,-15,-15,-15,-15,-19,-19,-19,-19,-12,-12,-12,-12,-3,-3,-3,-3,-8,-8,-8,-8,-2,-2,-2,-2,25
1814,11,11,11,11,13,13,13,13,11,11,11,11,11,11,11,11,6,6,6,6,18,18,18,18,27,27,27,27,35,35,35,35,31,31,31,31,32,32,32,32,44,44,44,44,34,34,34,34,32,32,32,32,30,30,30,30,19,19,19,19,31,31,31,31,29,29,29,29,17,17,17,17,12,12,12,12,1,1,1,1,8,8,8,8,-4,-4,-4,-4,-16,-16,-16,-16,-13,-13,-13,-13,-8,-8,-8,-8,25
1815,10,10,10,10,2,2,2,2,-10,-10,-10,-10,-13,-13,-13,-13,-20,-20,-20,-20,-28,-28,-28,-28,-34,-34,-34,-34,-38,-38,-38,-38,-27,-27,-27,-27,-22,-22,-22,-22,-22,-22,-22,-22,-32,-32,-32,-32,-41,-41,-41,-41,-29,-29,-29,-29,-31,-31,-31,-31,-28,-28,-28,-28,-24,-24,-24,-24,-34,-34,-34,-34,-29,-29,-29,-29,-38,-38,-38,-38,-33,-33,-33,-33,-36,-36,-36,-36,-45,-45,-45,-45,-35,-35,-35,-35,-45,-45,-45,-45,25
1816,-5,-5,-5,-5,-4,-4,-4,-4,1,1,1,1,3,3,3,3,2,2,2,2,-3,-3,-3,-3,1,1,1,1,9,9,9,9,19,19,19,19,23,23,23,23,21,21,21,21,17,17,17,17,8,8,8,8,11,11,11,11,7,7,7,7,9,9,9,9,12,12,12,12,21,21,21,21,20,20,20,20,31,31,31,31,23,23,23,23,25,25,25,25,30,30,30,30,22,22,22,22,33,33,33,33,25
1817,4,4,4,4,7,7,7,7,3,3,3,3,-1,-1,-1,-1,-11,-11,-11,-11,-8,-8,-8,-8,-3,-3,-3,-3,-7,-7,-7,-7,3,3,3,3,6,6,6,6,-1,-1,-1,-1,-9,-9,-9,-9,-16,-16,-16,-16,-18,-18,-18,-18,-9,-9,-9,-9,-5,-5,-5,-5,-16,-16,-16,-16,-21,-21,-21,-21,-11,-11,-11,-11,-19,-19,-19,-19,-7,-7,-7,-7,-11,-11,-11,-11,-19,-19,-19,-19,-11,-11,-11,-11,-4,-4,-4,-4,25
1818,-3,-3,-3,-3,-5,-5,-5,-5,-5,-5,-5,-5,0,0,0,0,-9,-9,-9,-9,-2,-2,-2,-2,-11,-11,-11,-11,-3,-3,-3,-3,-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,8,12,12,12,12,7,7,7,7,6,6,6,6,5,5,5,5,17,17,17,17,14,14,14,14,11,11,11,11,5,5,5,5,4,4,4,4,9,9,9,9,17,17,17,17,25,25,25,25,21,21,21,21,21,21,21,21,25
1819,-1,-1,-1,-1,-10,-10,-10,-10,-6,-6,-6,-6,-5,-5,-5,-5,-16,-16,-16,-16,-19,-19,-19,-19,-10,-10,-10,-10,-18,-18,-18,-18,-12,-12,-12,-12,-2,-2,-2,-2,1,1,1,1,1,1,1,1,-4,-4,-4,-4,-5,-5,-5,-5,-15,-15,-15,-15,-17,-17,-17,-17,-12,-12,-12,-12,-7,-7,-7,-7,-2,-2,-2,-2,-7,-7,-7,-7,-13,-13,-13,-13,-2,-2,-2,-2,-14,-14,-14,-14,-11,-11,-11,-11,-23,-23,-23,-23,25
1820,-8,-8,-8,-8,-18,-18,-18,-18,-24,-24,-24,-24,-16,-16,-16,-16,-26,-26,-26,-26,-36,-36,-36,-36,-40,-40,-40,-40,-33,-33,-33,-33,-40,-40,-40,-40,-39,-39,-39,-39,-41,-41,-41,-41,-31,-31,-31,-31,-37,-37,-37,-37,-47,-47,-47,-47,-53,-53,-53,-53,-56,-56,-56,-56,-63,-63,-63,-63,-67,-67,-67,-67,-69,-69,-69,-69,-68,-68,-68,-68,-59,-59,-59,-59,-52,-52,-52,-52,-57,-57,-57,-57,-59,-59,-59,-59,-65,-65,-65,-65,25
1821,0,0,0,0,-4,-4,-4,-4,-13,-13,-13,-13,-4,-4,-4,-4,-8,-8,-8,-8,-2,-2,-2,-2,-4,-4,-4,-4,4,4,4,4,2,2,2,2,4,4,4,4,-4,-4,-4,-4,4,4,4,4,-2,-2,-2,-2,-9,-9,-9,-9,-14,-14,-14,-14,-12,-12,-12,-12,-12,-12,-12,-12,-2,-2,-2,-2,-11,-11,-11,-11,-9,-9,-9,-9,3,3,3,3,9,9,9,9,7,7,7,7,13,13,13,13,17,17,17,17,25
1822,9,9,9,9,6,6,6,6,7,7,7,7,2,2,2,2,-7,-7,-7,-7,3,3,3,3,-3,-3,-3,-3,-6,-6,-6,-6,3,3,3,3,8,8,8,8,-1,-1,-1,-1,-3,-3,-3,-3,-10,-10,-10,-10,-4,-4,-4,-4,-12,-12,-12,-12,-17,-17,-17,-17,-23,-23,-23,-23,-21,-21,-21,-21,-16,-16,-16,-16,-13,-13,-13,-13,-1,-1,-1,-1,10,10,10,10,3,3,3,3,2,2,2,2,-5,-5,-5,-5,25
1823,-6,-6,-6,-6,-1,-1,-1,-1,-12,-12,-12,-12,-23,-23,-23,-23,-28,-28,-28,-28,-23,-23,-23,-23,-18,-18,-18,-18,-23,-23,-23,-23,-24,-24,-24,-24,-29,-29,-29,-29,-26,-26,-26,-26,-17,-17,-17,-17,-13,-13,-13,-13,-18,-18,-18,-18,-12,-12,-12,-12,-17,-17,-17,-17,-17,-17,-17,-17,-18,-18,-18,-18,-20,-20,-20,-20,-10,-10,-10,-10,-11,-11,-11,-11,-22,-22,-22,-22,-16,-16,-16,-16,-16,-16,-16,-16,-23,-23,-23,-23,25
1824,-5,-5,-5,-5,-12,-12,-12,-12,-8,-8,-8,-8,-1,-1,-1,-1,-5,-5,-5,-5,-6,-6,-6,-6,6,6,6,6,4,4,4,4,1,1,1,1,7,7,7,7,0,0,0,0,-8,-8,-8,-8,-6,-6,-6,-6,-8,-8,-8,-8,-14,-14,-14,-14,-8,-8,-8,-8,2,2,2,2,-2,-2,-2,-2,-12,-12,-12,-12,-7,-7,-7,-7,5,5,5,5,17,17,17,17,28,28,28,28,29,29,29,29,24,24,24,24,25
1825,5,5,5,5,5,5,5,5,9,9,9,9,8,8,8,8,17,17,17,17,16,16,16,16,5,5,5,5,16,16,16,16,9,9,9,9,10,10,10,10,1,1,1,1,-5,-5,-5,-5,0,0,0,0,-4,-4,-4,-4,-6,-6,-6,-6,-15,-15,-15,-15,-22,-22,-22,-22,-21,-21,-21,-21,-23,-23,-23,-23,-22,-22,-22,-22,-17,-17,-17,-17,-28,-28,-28,-28,-39,-39,-39,-39,-42,-42,-42,-42,-31,-31,-31,-31,25
1826,12,12,12,12,5,5,5,5,9,9,9,9,3,3,3,3,-1,-1,-1,-1,10,10,10,10,11,11,11,11,4,4,4,4,-2,-2,-2,-2,2,2,2,2,-1,-1,-1,-1,11,11,11,11,4,4,4,4,3,3,3,3,-5,-5,-5,-5,-17,-17,-17,-17,-18,-18,-18,-18,-19,-19,-19,-19,-20,-20,-20,-20,-13,-13,-13,-13,-25,-25,-25,-25,-22,-22,-22,-22,-15,-15,-15,-15,-24,-24,-24,-24,-12,-12,-12,-12,25
1827,1,1,1,1,-2,-2,-2,-2,-5,-5,-5,-5,-13,-13,-13,-13,-16,-16,-16,-16,-16,-16,-16,-16,-28,-28,-28,-28,-26,-26,-26,-26,-30,-30,-30,-30,-37,-37,-37,-37,-49,-49,-49,-49,-47,-47,-47,-47,-44,-44,-44,-44,-47,-47,-47,-47,-44,-44,-44,-44,-35,-35,-35,-35,-43,-43,-43,-43,-46,-46,-46,-46,-52,-52,-52,-52,-53,-53,-53,-53,-61,-61,-61,-61,-54,-54,-54,-54,-46,-46,-46,-46,-43,-43,-43,-43,-47,-47,-47,-47,25
1828,-7,-7,-7,-7,-17,-17,-17,-17,-25,-25,-25,-25,-20,-20,-20,-20,-20,-20,-20,-20,-14,-14,-14,-14,-6,-6,-6,-6,-9,-9,-9,-9,-1,-1,-1,-1,4,4,4,4,11,11,11,11,20,20,20,20,29,29,29,29,33,33,33,33,35,35,35,35,35,35,35,35,42,42,42,42,51,51,51,51,43,43,43,43,32,32,32,32,27,27,27,27,39,39,39,39,46,46,46,46,34,34,34,34,22,22,22,22,25
1829,5,5,5,5,12,12,12,12,7,7,7,7,9,9,9,9,13,13,13,13,13,13,13,13,4,4,4,4,14,14,14,14,14,14,14,14,18,18,18,18,18,18,18,18,10,10,10,10,11,11,11,11,23,23,23,23,16,16,16,16,26,26,26,26,20,20,20,20,21,21,21,21,10,10,10,10,9,9,9,9,20,20,20,20,31,31,31,31,22,22,22,22,29,29,29,29,37,37,37,37,25
1830,-12,-12,-12,-12,-17,-17,-17,-17,-15,-15,-15,-15,-7,-7,-7,-7,-5,-5,-5,-5,0,0,0,0,-5,-5,-5,-5,-12,-12,-12,-12,-9,-9,-9,-9,-13,-13,-13,-13,-24,-24,-24,-24,-29,-29,-29,-29,-32,-32,-32,-32,-31,-31,-31,-31,-36,-36,-36,-36,-47,-47,-47,-47,-39,-39,-39,-39,-30,-30,-30,-30,-30,-30,-30,-30,-37,-37,-37,-37,-43,-43,-43,-43,-54,-54,-54,-54,-60,-60,-60,-60,-70,-70,-70,-70,-59,-59,-59,-59,25
1831,0,0,0,0,-7,-7,-7,-7,-9,-9,-9,-9,-6,-6,-6,-6,-4,-4,-4,-4,6,6,6,6,2,2,2,2,13,13,13,13,16,16,16,16,8,8,8,8,7,7,7,7,19,19,19,19,26,26,26,26,29,29,29,29,19,19,19,19,15,15,15,15,10,10,10,10,22,22,22,22,27,27,27,27,15,15,15,15,14,14,14,14,5,5,5,5,-1,-1,-1,-1,-11,-11,-11,-11,-14,-14,-14,-14,25
1832,-2,-2,-2,-2,5,5,5,5,17,17,17,17,21,21,21,21,22,22,22,22,11,11,11,11,12,12,12,12,23,23,23,23,21,21,21,21,32,32,32,32,41,41,41,41,53,53,53,53,44,44,44,44,47,47,47,47,47,47,47,47,39,39,39,39,33,33,33,33,41,41,41,41,30,30,30,30,22,22,22,22,22,22,22,22,33,33,33,33,27,27,27,27,34,34,34,34,24,24,24,24,25
1833,2,2,2,2,-1,-1,-1,-1,-6,-6,-6,-6,5,5,5,5,12,12,12,12,7,7,7,7,8,8,8,8,9,9,9,9,17,17,17,17,7,7,7,7,1,1,1,1,-4,-4,-4,-4,-6,-6,-6,-6,-3,-3,-3,-3,1,1,1,1,2,2,2,2,-10,-10,-10,-10,-1,-1,-1,-1,-8,-8,-8,-8,-14,-14,-14,-14,-20,-20,-20,-20,-14,-14,-14,-14,-15,-15,-15,-15,-8,-8,-8,-8,-17,-17,-17,-17,25
1834,-1,-1,-1,-1,8,8,8,8,8,8,8,8,19,19,19,19,8,8,8,8,-2,-2,-2,-2,-1,-1,-1,-1,3,3,3,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-12,-12,-12,-12,-5,-5,-5,-5,-10,-10,-10,-10,-13,-13,-13,-13,-11,-11,-11,-11,-20,-20,-20,-20,-22,-22,-22,-22,-34,-34,-34,-34,-32,-32,-32,-32,-41,-41,-41,-41,-38,-38,-38,-38,-44,-44,-44,-44,-55,-55,-55,-55,-66,-66,-66,-66,25
1835,1,1,1,1,-7,-7,-7,-7,2,2,2,2,11,11,11,11,9,9,9,9,20,20,20,20,27,27,27,27,34,34,34,34,22,22,22,22,30,30,30,30,20,20,20,20,8,8,8,8,4,4,4,4,12,12,12,12,19,19,19,19,24,24,24,24,25,25,25,25,31,31,31,31,28,28,28,28,22,22,22,22,26,26,26,26,14,14,14,14,9,9,9,9,6,6,6,6,-6,-6,-6,-6,25
1836,-12,-12,-12,-12,-1,-1,-1,-1,-12,-12,-12,-12,-23,-23,-23,-23,-28,-28,-28,-28,-31,-31,-31,-31,-36,-36,-36,-36,-42,-42,-42,-42,-51,-51,-51,-51,-41,-41,-41,-41,-47,-47,-47,-47,-57,-57,-57,-57,-46,-46,-46,-46,-34,-34,-34,-34,-46,-46,-46,-46,-51,-51,-51,-51,-56,-56,-56,-56,-56,-56,-56,-56,-58,-58,-58,-58,-55,-55,-55,-55,-67,-67,-67,-67,-68,-68,-68,-68,-72,-72,-72,-72,-67,-67,-67,-67,-77,-77,-77,-77,25
1837,0,0,0,0,12,12,12,12,0,0,0,0,5,5,5,5,2,2,2,2,-8,-8,-8,-8,-17,-17,-17,-17,-11,-11,-11,-11,-14,-14,-14,-14,-19,-19,-19,-19,-23,-23,-23,-23,-19,-19,-19,-19,-9,-9,-9,-9,-1,-1,-1,-1,-13,-13,-13,-13,-25,-25,-25,-25,-25,-25,-25,-25,-24,-24,-24,-24,-20,-20,-20,-20,-21,-21,-21,-21,-10,-10,-10,-10,-10,-10,-10,-10,-13,-13,-13,-13,-20,-20,-20,-20,-26,-26,-26,-26,25
